Project ID,Project Name,Project Start Date,Project Completion Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Financing Type
75407,CONFIDENTIAL,04/05/2024,04/05/2024,,----,----,Staten Island,,,,SI-01,49,,,,,,,04/05/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1,1,Privately Financed
75447,CONFIDENTIAL,04/05/2024,04/05/2024,,----,----,Brooklyn,,,,BK-17,41,,,,,,,04/05/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,,1.0,,,,,1.0,1,1,Privately Financed
74680,35 KINGSTON AVE,08/16/2023,04/05/2024,1004331.0,35,KINGSTON AVENUE,Brooklyn,11213.0,3018710006.0,3427357.0,BK-03,36,271.0,BK0302,40.678638,-73.941309,40.678682,-73.940945,04/05/2024,New Construction,No,Non Prevailing Wage,,,,,7.0,,,7.0,,,,,,,7.0,,7,21,Privately Financed
74950,2361 MORRIS AVE,08/08/2023,04/10/2024,1009736.0,2361,MORRIS AVENUE,Bronx,10468.0,2031830043.0,2000000.0,BX-05,14,239.0,BX0503,40.859832,-73.900884,40.859874,-73.901163,04/10/2024,New Construction,No,Non Prevailing Wage,,,,,44.0,,18.0,26.0,,,,,,,44.0,,44,45,Privately Financed
75448,CONFIDENTIAL,04/11/2024,04/11/2024,,----,----,Brooklyn,,,,BK-12,44,,,,,,,04/11/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
74589,3333 GILES PLACE,08/15/2023,04/11/2024,1009803.0,3333,GILES PLACE,Bronx,10463.0,2032580005.0,2015801.0,BX-08,11,279.0,BX0801,40.879309,-73.89832,40.879584,-73.898508,04/11/2024,New Construction,No,Non Prevailing Wage,,,,,15.0,,,12.0,3.0,,,,,,15.0,,15,49,Privately Financed
67367,BEACH 21ST STREET,12/20/2019,04/11/2024,992168.0,1047,BEACH 21 STREET,Queens,11691.0,4157050069.0,4622929.0,QN-14,31,100803.0,QN1401,40.603358,-73.753866,40.603639,-73.754139,04/11/2024,New Construction,No,Non Prevailing Wage,23.0,88.0,112.0,,,1.0,35.0,85.0,71.0,33.0,,,,,224.0,,224,224,HPD Financed
73711,40-43 68TH STREET APARTMENTS,02/13/2023,04/15/2024,1006501.0,40-43,68 STREET,Queens,11377.0,4013000006.0,4623384.0,QN-02,26,263.0,QN0203,40.745492,-73.89707,40.744989,-73.89671,04/15/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,2.0,,,,,,3.0,,3,10,Privately Financed
73757,1701 CLAY AVENUE APARTMENTS_HPS,12/05/2022,04/15/2024,56959.0,1701,CLAY AVENUE,Bronx,10457.0,2027900049.0,2129660.0,BX-04,15,22902.0,BX0403,40.84424,-73.904883,40.844276,-73.905176,04/15/2024,New Construction,No,Non Prevailing Wage,,,,,16.0,,5.0,5.0,5.0,1.0,,,,,16.0,,16,17,Privately Financed
64252,LINDEN TERRACE BUILDING 1,06/25/2018,04/16/2024,984242.0,2858,LINDEN BOULEVARD,Brooklyn,11208.0,3044967501.0,3425088.0,BK-05,42,1220.0,BK0505,40.670044,-73.858687,40.669602,-73.858536,04/16/2024,New Construction,No,Non Prevailing Wage,48.0,48.0,138.0,,,1.0,38.0,99.0,76.0,22.0,,,,,235.0,,235,235,HPD Financed
75449,CONFIDENTIAL,04/18/2024,04/18/2024,,----,----,Bronx,,,,BX-10,13,,,,,,,04/18/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
75478,CONFIDENTIAL,04/18/2024,04/18/2024,,----,----,Staten Island,,,,SI-02,50,,,,,,,04/18/2024,New Construction,No,Non Prevailing Wage,,1.0,,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
75479,CONFIDENTIAL,04/18/2024,04/18/2024,,----,----,Brooklyn,,,,BK-11,50,,,,,,,04/18/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
75487,CONFIDENTIAL,04/18/2024,04/18/2024,,----,----,Manhattan,,,,MN-10,9,,,,,,,04/18/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
75477,CONFIDENTIAL,04/19/2024,04/19/2024,,----,----,Brooklyn,,,,BK-07,38,,,,,,,04/19/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
75481,CONFIDENTIAL,04/19/2024,04/19/2024,,----,----,Queens,,,,QN-07,19,,,,,,,04/19/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
69491,200 MONTAGUE STREET,05/10/2021,05/02/2024,994100.0,200,MONTAGUE STREET,Brooklyn,11201.0,3002500039.0,3002107.0,BK-02,33,9.0,BK0201,40.693903,-73.991129,40.693716,-73.991252,05/02/2024,New Construction,No,Non Prevailing Wage,,,1.0,,37.0,,8.0,18.0,8.0,4.0,,,,,38.0,,38,121,Privately Financed
75497,CONFIDENTIAL,05/03/2024,05/03/2024,,----,----,Brooklyn,,,,BK-17,40,,,,,,,05/03/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
74820,11 WEIRFIELD STREET,10/23/2023,05/03/2024,1010492.0,11,WEIRFIELD STREET,Brooklyn,11221.0,3033947501.0,3427369.0,BK-04,37,397.0,BK0402,40.686338,-73.915799,40.686506,-73.915979,05/03/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,2.0,,,,,,3.0,,3,10,Privately Financed
74947,488 MARCUS GARVEY BOULEVARD,09/22/2023,05/07/2024,1010785.0,488,MARCUS GARVEY BOULEVARD,Brooklyn,11216.0,3018590029.0,3332256.0,BK-03,36,273.0,BK0302,40.680204,-73.937501,40.680165,-73.937757,05/07/2024,New Construction,No,Non Prevailing Wage,,,,,6.0,,,6.0,,,,,,,6.0,,6,18,Privately Financed
74612,2882 86TH STREET APARTMENT,07/06/2023,05/07/2024,991001.0,2882,86 STREET,Brooklyn,11223.0,3071670128.0,3429074.0,BK-13,47,386.0,BK1501,40.591331,-73.976319,40.591059,-73.976405,05/07/2024,New Construction,No,Non Prevailing Wage,,,,,2.0,,,,2.0,,,,,,2.0,,2,6,Privately Financed
73307,2117 BATHGATE AVENUE,09/06/2022,05/07/2024,1007119.0,2117,BATHGATE AVENUE,Bronx,10457.0,2030470019.0,2000000.0,BX-06,15,395.0,BX0602,40.851395,-73.894618,40.851568,-73.894856,05/07/2024,New Construction,No,Non Prevailing Wage,,,,,4.0,,3.0,1.0,,,,,,,4.0,,4,12,Privately Financed
71127,1121 36TH STREET APARTMENTS,06/29/2021,05/07/2024,991377.0,1121,36 STREET,Brooklyn,11218.0,3053027501.0,3429344.0,BK-12,39,498.0,BK1203,40.644266,-73.987842,40.644274,-73.987388,05/07/2024,New Construction,No,Non Prevailing Wage,,,,,2.0,,,,,2.0,,,,,2.0,,2,6,Privately Financed
74209,168 WEST 136 STREET APARTMENTS,06/02/2023,05/08/2024,1009966.0,168,WEST 136 STREET,Manhattan,10030.0,1019200057.0,1091040.0,MN-10,9,228.0,MN1002,40.815514,-73.942142,40.815498,-73.942652,05/08/2024,New Construction,No,Non Prevailing Wage,,,,,9.0,,,2.0,2.0,2.0,3.0,,,,9.0,,9,27,Privately Financed
74212,2895 VALENTINE APARTMENTS_HPS,06/01/2023,05/08/2024,1009007.0,2895,VALENTINE AVENUE,Bronx,10458.0,2033050051.0,2129666.0,BX-07,15,40702.0,BX0702,40.870262,-73.888633,40.87049,-73.888839,05/08/2024,New Construction,No,Non Prevailing Wage,,,,,61.0,,16.0,18.0,27.0,,,,,,61.0,,61,62,Privately Financed
75510,CONFIDENTIAL,05/10/2024,05/10/2024,,----,----,Staten Island,,,,SI-01,49,,,,,,,05/10/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1,1,Privately Financed
75514,CONFIDENTIAL,05/10/2024,05/10/2024,,----,----,Staten Island,,,,SI-01,49,,,,,,,05/10/2024,New Construction,No,Non Prevailing Wage,,1.0,,,,,,,,1.0,,,,,,1.0,1,1,Privately Financed
75534,CONFIDENTIAL,05/10/2024,05/10/2024,,----,----,Bronx,,,,BX-07,11,,,,,,,05/10/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
75381,385 RUTLAND RD,01/25/2024,05/10/2024,1011727.0,385,RUTLAND ROAD,Brooklyn,11225.0,3048010054.0,3429355.0,BK-09,40,804.0,BK0902,40.659552,-73.948272,40.659774,-73.948109,05/10/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3,8,Privately Financed
74910,383 RUTLAND RD,12/21/2023,05/10/2024,1010222.0,383,RUTLAND ROAD,Brooklyn,11225.0,3048010154.0,3427372.0,BK-09,40,804.0,BK0902,40.659549,-73.948318,40.659769,-73.948181,05/10/2024,New Construction,No,Non Prevailing Wage,,,,,2.0,,,2.0,,,,,,,2.0,,2,6,Privately Financed
73322,187 20 STREET,12/22/2022,05/10/2024,144990.0,187,20 STREET,Brooklyn,11232.0,3006370076.0,3388089.0,BK-07,38,143.0,BK0702,40.662884,-73.994456,40.663104,-73.994363,05/10/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3,8,Privately Financed
72461,720 LIBERTY AVENUE,03/07/2022,05/10/2024,325689.0,720,LIBERTY AVENUE,Brooklyn,11208.0,3039870010.0,3088675.0,BK-05,37,1166.0,BK0502,40.676382,-73.883088,40.676173,-73.883041,05/10/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,,3.0,,,,,,3.0,,3,10,Privately Financed
64383,1921 ATLANTIC AVE,08/19/2020,05/14/2024,185836.0,1921,ATLANTIC AVENUE,Brooklyn,11233.0,3015577501.0,3000000.0,BK-03,41,301.0,BK1601,40.676877,-73.920408,40.677262,-73.920494,12/20/2022,New Construction,No,Non Prevailing Wage,60.0,58.0,117.0,,,,52.0,79.0,59.0,45.0,,,,,235.0,,235,236,Privately Financed
68382,2 MT. HOPE PLACE,10/03/2019,05/14/2024,990076.0,2,MT HOPE PLACE,Bronx,10453.0,2028517501.0,2099635.0,BX-05,14,23301.0,BX0502,40.849361,-73.910872,40.848988,-73.910996,05/14/2024,New Construction,No,Non Prevailing Wage,,17.0,17.0,6.0,,,8.0,21.0,9.0,2.0,,,,,40.0,,40,164,Privately Financed
74821,27-16 21 ST,10/23/2023,05/15/2024,1010454.0,27-16,21 STREET,Queens,11102.0,4005390032.0,4620917.0,QN-01,22,83.0,QN0102,40.771855,-73.926244,40.7719,-73.92658,05/15/2024,New Construction,No,Non Prevailing Wage,,,,,15.0,,,7.0,8.0,,,,,,15.0,,15,49,Privately Financed
74931,2136-2138 BEDFORD AVE,07/31/2023,05/15/2024,1009535.0,2136,BEDFORD AVENUE,Brooklyn,11226.0,,,BK-14,40,79602.0,BK1401,40.652084,-73.955997,,,05/15/2024,New Construction,No,Non Prevailing Wage,,,,,5.0,,,,5.0,,,,,,5.0,,5,7,Privately Financed
74133,2061 CROTONA AVENUE,11/22/2022,05/15/2024,1006446.0,2061,CROTONA AVENUE,Bronx,10457.0,2030800099.0,2130820.0,BX-06,15,373.0,BX0602,40.847503,-73.889383,40.847603,-73.889665,05/15/2024,New Construction,No,Non Prevailing Wage,,,,,26.0,,6.0,3.0,6.0,11.0,,,,,26.0,,26,26,Privately Financed
70815,132-77 METROPOLITAN AVENUE,06/28/2021,05/16/2024,998853.0,132-77,METROPOLITAN AVENUE,Queens,11418.0,4092850090.0,4000000.0,QN-09,29,21602.0,QN0901,40.70284,-73.818461,40.702882,-73.817603,05/16/2024,New Construction,No,Non Prevailing Wage,,,13.0,,,,2.0,8.0,3.0,,,,,,13.0,,13,40,Privately Financed
75530,CONFIDENTIAL,05/17/2024,05/17/2024,,----,----,Bronx,,,,BX-08,11,,,,,,,05/17/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1,1,Privately Financed
68421,46-09 69TH ST.,11/09/2021,05/21/2024,990968.0,46-09,69 STREET,Queens,11377.0,4024320009.0,4623448.0,QN-02,26,489.0,QN0203,40.739858,-73.895856,40.739699,-73.89534,05/21/2024,New Construction,No,Non Prevailing Wage,,,89.0,,,,23.0,48.0,18.0,,,,,,89.0,,89,295,Privately Financed
68422,46-10 70TH ST,11/09/2021,05/21/2024,991092.0,46-10,70 STREET,Queens,11377.0,4024327502.0,4623447.0,QN-02,26,489.0,QN0203,40.739613,-73.894214,40.739319,-73.894835,05/21/2024,New Construction,No,Non Prevailing Wage,,,55.0,,,,16.0,28.0,11.0,,,,,,55.0,,55,183,Privately Financed
75378,873 EAST 28 ST,02/05/2024,05/22/2024,1011843.0,873,EAST 228 STREET,Bronx,10466.0,2048530011.0,2000000.0,BX-12,12,406.0,BX1201,40.888407,-73.854501,40.888409,-73.853778,05/22/2024,New Construction,No,Non Prevailing Wage,,,,,15.0,,5.0,9.0,1.0,,,,,,15.0,,15,16,Privately Financed
75388,1629 BROOKLYN AVENUE,01/15/2024,05/22/2024,1011580.0,1629,BROOKLYN AVENUE,Brooklyn,11210.0,3075640026.0,3427373.0,BK-17,45,784.0,BK1702,40.633292,-73.941886,40.63333,-73.94158,05/22/2024,New Construction,No,Non Prevailing Wage,,,,,7.0,,,,7.0,,,,,,7.0,,7,22,Privately Financed
74859,1720 LINCOLN PLACE APARTMENTS,11/15/2023,05/22/2024,1010806.0,1720,LINCOLN PLACE,Brooklyn,11233.0,,,BK-16,41,361.0,BK1601,40.669065,-73.918831,,,05/22/2024,New Construction,No,Non Prevailing Wage,,,,,11.0,,2.0,,3.0,6.0,,,,,11.0,,11,11,Privately Financed
74986,959 ANDERSON AVE,11/13/2023,05/22/2024,1010742.0,959,ANDERSON AVENUE,Bronx,10452.0,2025070032.0,2129679.0,BX-04,16,189.0,BX0402,40.831343,-73.927888,40.831486,-73.928126,05/22/2024,New Construction,No,Non Prevailing Wage,,,,,24.0,,,15.0,9.0,,,,,,24.0,,24,25,Privately Financed
74587,26-25 4TH ST APARTMENTS,08/16/2023,05/22/2024,399272.0,26-25,4 STREET,Queens,11102.0,4009090009.0,4620901.0,QN-01,22,87.0,QN0102,40.775691,-73.932855,40.775191,-73.932209,05/22/2024,New Construction,No,Non Prevailing Wage,,,,,50.0,,9.0,22.0,19.0,,,,,,50.0,,50,165,Privately Financed
72209,2109 TIEBOUT AVENUE,12/21/2021,05/22/2024,114404.0,2109,TIEBOUT AVENUE,Bronx,10457.0,2031440032.0,2013364.0,BX-05,15,379.0,BX0502,40.853095,-73.89874,40.853251,-73.898957,05/22/2024,New Construction,No,Non Prevailing Wage,,,,,5.0,,2.0,1.0,2.0,,,,,,5.0,,5,14,Privately Financed
74162,1899 CROTONA AVENUE APARTMENTS,11/01/2021,05/22/2024,988625.0,1899,CROTONA AVENUE,Bronx,10457.0,2029460035.0,2129375.0,BX-06,15,36901.0,BX0602,40.84427,-73.892114,40.844649,-73.892168,05/22/2024,New Construction,No,Non Prevailing Wage,,,,,20.0,,3.0,14.0,2.0,1.0,,,,,20.0,,20,64,Privately Financed
71081,2494 AMSTERDAM AVENUE APARTMENT,04/16/2021,05/22/2024,953604.0,2494,AMSTERDAM AVENUE,Manhattan,10033.0,1021550089.0,1090762.0,MN-12,10,269.0,MN1202,40.849712,-73.929773,40.849753,-73.930105,05/22/2024,New Construction,No,Non Prevailing Wage,,,3.0,,,,1.0,2.0,,,,,,,3.0,,3,15,Privately Financed
58621,TREE OF LIFE,05/24/2017,05/23/2024,972781.0,89-48,164 STREET,Queens,11432.0,4097937502.0,4000000.0,QN-12,27,44601.0,QN1201,40.707058,-73.796924,40.706092,-73.796851,05/23/2024,New Construction,No,Non Prevailing Wage,,17.0,113.0,43.0,,1.0,14.0,86.0,44.0,30.0,,,,,174.0,,174,174,HPD Financed
74923,950 OGDEN AVENUE APARTMENTS,12/06/2023,05/24/2024,1011336.0,950,OGDEN AVENUE,Bronx,10452.0,2025110055.0,2000000.0,BX-04,16,189.0,BX0402,40.831734,-73.930044,40.831657,-73.929792,05/24/2024,New Construction,No,Non Prevailing Wage,,,,,13.0,,2.0,3.0,7.0,1.0,,,,,13.0,,13,13,Privately Financed
73669,101 AVENUE,03/28/2023,05/24/2024,994402.0,129-19,101 AVENUE,Queens,11419.0,4094730026.0,4000000.0,QN-09,29,154.0,QN0903,40.692307,-73.81774,40.692579,-73.8177,05/24/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,,2.0,,,,,3.0,,3,10,Privately Financed
73669,101 AVENUE,03/28/2023,05/24/2024,1008703.0,129-21,101 AVENUE,Queens,11419.0,4094730024.0,4000000.0,QN-09,29,154.0,QN0903,40.69231,-73.817729,40.692614,-73.81758,05/24/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,,2.0,,,,,3.0,,3,10,Privately Financed
73669,101 AVENUE,03/28/2023,05/24/2024,1008705.0,129-25,101 AVENUE,Queens,11419.0,4094730022.0,4000000.0,QN-09,29,154.0,QN0903,40.692315,-73.817708,40.692644,-73.817476,05/24/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,,2.0,,,,,3.0,,3,7,Privately Financed
75395,219 EAST 203 ST,01/02/2024,05/29/2024,1010888.0,219,EAST 203 STREET,Bronx,10458.0,2033090036.0,2129681.0,BX-07,14,413.0,BX0702,40.873794,-73.885854,40.874011,-73.885756,05/29/2024,New Construction,No,Non Prevailing Wage,,,,,27.0,,27.0,,,,,,,,27.0,,27,28,Privately Financed
73323,130 HOPE STREET,12/27/2022,05/29/2024,983645.0,130,HOPE STREET,Brooklyn,11211.0,3023860007.0,3428907.0,BK-01,34,513.0,BK0102,40.712207,-73.953118,40.71207,-73.953382,05/29/2024,New Construction,No,Non Prevailing Wage,,,,,43.0,,8.0,22.0,10.0,3.0,,,,,43.0,,43,143,Privately Financed
72508,2333 BEAUMONT AVENUE,04/06/2022,05/29/2024,49154.0,2333,BEAUMONT AVENUE,Bronx,10458.0,2030890049.0,2012525.0,BX-06,15,391.0,BX0603,40.853101,-73.885,40.853214,-73.885217,05/29/2024,New Construction,No,Non Prevailing Wage,,,,,4.0,,4.0,,,,,,,,4.0,,4,12,Privately Financed
72206,LYRA AT 555 WEST 38TH STREET,12/21/2021,05/29/2024,1003181.0,555,WEST 38 STREET,Manhattan,10018.0,1007100001.0,1091000.0,MN-04,3,117.0,MN0401,40.758062,-73.999527,40.758474,-73.999643,05/29/2024,New Construction,No,Non Prevailing Wage,,,59.0,,118.0,,80.0,78.0,19.0,,,,,,177.0,,177,590,Privately Financed
75551,CONFIDENTIAL,05/31/2024,05/31/2024,,----,----,Brooklyn,,,,BK-18,46,,,,,,,05/31/2024,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1,1,Privately Financed
74852,654 MADISON STREET APARTMENTS,11/27/2023,05/31/2024,1010976.0,654,MADISON STREET,Brooklyn,11221.0,3016460011.0,3000000.0,BK-03,36,293.0,BK0302,40.686862,-73.931877,40.686615,-73.932072,05/31/2024,New Construction,No,Non Prevailing Wage,,,,,12.0,,2.0,4.0,6.0,,,,,,12.0,,12,38,Privately Financed
74583,923 BROADWAY APARTMENTS,09/12/2023,05/31/2024,214348.0,923,BROADWAY,Brooklyn,11206.0,3031500001.0,3071866.0,BK-04,34,389.0,BK0401,40.697476,-73.936111,40.697659,-73.935934,05/31/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,,3.0,,,,,,3.0,,3,10,Privately Financed
73272,303 POWELL STREET,09/08/2022,05/31/2024,354724.0,303,POWELL STREET,Brooklyn,11212.0,3037630006.0,3084226.0,BK-16,42,910.0,BK1602,40.667082,-73.903301,40.667071,-73.90298,05/31/2024,New Construction,No,Non Prevailing Wage,,,,,7.0,,,,7.0,,,,,,7.0,,7,22,Privately Financed
66601,266 WEST 96TH STREET,12/16/2021,05/31/2024,1001362.0,270,WEST 96 STREET,Manhattan,10025.0,1012437503.0,1091038.0,MN-07,7,183.0,MN0702,40.794981,-73.972584,40.794756,-73.972761,05/31/2024,New Construction,No,Non Prevailing Wage,11.0,,21.0,35.0,,1.0,35.0,14.0,17.0,2.0,,,,,68.0,,68,171,HPD Financed
74960,723 ARNOW AVE APARTMENTS,12/27/2023,06/05/2024,1011372.0,723,ARNOW AVENUE,Bronx,10467.0,2045460004.0,2130552.0,BX-11,12,33801.0,BX1104,40.867886,-73.866416,40.868043,-73.866654,06/05/2024,New Construction,No,Non Prevailing Wage,,,,,9.0,,6.0,3.0,,,,,,,9.0,,9,10,Privately Financed
74981,721 ARNOW AVENUE APARTMENTS,11/14/2023,06/05/2024,1010777.0,721,ARNOW AVENUE,Bronx,10467.0,2045460001.0,2130551.0,BX-11,12,33801.0,BX1104,40.867886,-73.866481,40.86804,-73.866463,06/05/2024,New Construction,No,Non Prevailing Wage,,,,,9.0,,,5.0,4.0,,,,,,9.0,,9,10,Privately Financed
74674,286 EAST 163RD STREET APARTMENTS,08/23/2023,06/05/2024,64577.0,286,EAST 163 STREET,Bronx,10451.0,2024220015.0,2129701.0,BX-04,16,173.0,BX0401,40.827054,-73.916937,40.826821,-73.916991,06/05/2024,New Construction,No,Non Prevailing Wage,,,,,6.0,,1.0,2.0,3.0,,,,,,6.0,,6,18,Privately Financed
73722,26-24 4TH STREET,02/08/2023,06/05/2024,399271.0,26-24,4 STREET,Queens,11102.0,4009100009.0,4623596.0,QN-01,22,87.0,QN0102,40.775699,-73.932873,40.775535,-73.933447,06/05/2024,New Construction,No,Non Prevailing Wage,,,,,30.0,,6.0,19.0,5.0,,,,,,30.0,,30,99,Privately Financed
73300,25-15 36 STREET APARTMENTS,12/09/2022,06/05/2024,972645.0,25-15,36 STREET,Queens,11103.0,4006520035.0,4010087.0,QN-01,22,6502.0,QN0103,40.768899,-73.914222,40.768833,-73.913948,06/05/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,2.0,1.0,,,,,,3.0,,3,7,Privately Financed
73773,851 EAST 167TH STREET,06/07/2022,06/05/2024,1010149.0,851,EAST 167 STREET,Bronx,10459.0,2026920082.0,2091997.0,BX-02,17,131.0,BX0202,40.82624,-73.897946,40.82644,-73.897798,06/05/2024,New Construction,No,Non Prevailing Wage,,,,,6.0,,1.0,2.0,3.0,,,,,,6.0,,6,18,Privately Financed
74951,2460 WHITE PLAINS ROAD,08/07/2023,06/06/2024,1009737.0,2460,WHITE PLAINS ROAD,Bronx,10467.0,2044300024.0,2000000.0,BX-11,13,330.0,BX1104,40.862428,-73.867439,40.862979,-73.866961,06/06/2024,New Construction,No,Non Prevailing Wage,,,,,31.0,,6.0,23.0,2.0,,,,,,31.0,,31,32,Privately Financed
74230,219 LENOX ROAD APARTMENTS,06/14/2023,06/06/2024,1008752.0,219,LENOX ROAD,Brooklyn,11226.0,3050660091.0,3429008.0,BK-17,40,820.0,BK1701,40.654036,-73.951959,40.654377,-73.952143,06/06/2024,New Construction,No,Non Prevailing Wage,,,,,15.0,,4.0,11.0,,,,,,,15.0,,15,50,Privately Financed
73777,1472 SHAKESPEARE AVENUE,06/03/2022,06/06/2024,991719.0,1472,SHAKESPEARE AVENUE,Bronx,10452.0,2028720120.0,2008677.0,BX-04,16,21302.0,BX0403,40.843749,-73.919973,40.843708,-73.919695,06/06/2024,New Construction,No,Non Prevailing Wage,,,,,11.0,,2.0,3.0,6.0,,,,,,11.0,,11,34,Privately Financed
65774,260 KENT AVENUE,03/09/2018,06/06/2024,992663.0,266,KENT AVENUE,Brooklyn,11249.0,3024147501.0,3425049.0,BK-01,33,551.0,BK0102,40.71587,-73.966257,40.715947,-73.966607,06/06/2024,New Construction,No,Non Prevailing Wage,,,66.0,,,,21.0,27.0,18.0,,,,,,66.0,,66,332,Privately Financed
75468,510 EAST 148 ST,03/07/2024,06/07/2024,934667.0,510,EAST 148 STREET,Bronx,10455.0,2022740008.0,2130748.0,BX-01,8,43.0,BX0101,40.814235,-73.915258,40.814034,-73.915132,06/07/2024,New Construction,No,Non Prevailing Wage,,,,,19.0,,,10.0,9.0,,,,,,19.0,,19,21,Privately Financed
74834,254 AMBOY STREET,10/09/2023,06/07/2024,184205.0,254,AMBOY STREET,Brooklyn,11212.0,3035560041.0,3081733.0,BK-16,41,898.0,BK1602,40.664205,-73.913261,40.664238,-73.913538,06/07/2024,New Construction,No,Non Prevailing Wage,,,,,10.0,,2.0,3.0,5.0,,,,,,10.0,,10,11,Privately Financed
73670,1181 & 1183 NEW YORK AVENUE,03/28/2023,06/07/2024,1006448.0,1183,NEW YORK AVENUE,Brooklyn,11203.0,3049330053.0,3110834.0,BK-17,45,854.0,BK1702,40.644163,-73.945938,40.64421,-73.945635,06/07/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,1.0,2.0,,,,,,,3.0,,3,9,Privately Financed
73670,1181 & 1183 NEW YORK AVENUE,03/28/2023,06/07/2024,1008525.0,1181,NEW YORK AVENUE,Brooklyn,11203.0,3049330054.0,3428623.0,BK-17,45,854.0,BK1702,40.644205,-73.945941,40.644265,-73.945642,06/07/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,1.0,2.0,,,,,,,3.0,,3,9,Privately Financed
72224,THIRD AT BANKSIDE,12/02/2021,06/07/2024,1002080.0,2385,3 AVENUE,Bronx,10451.0,2023190002.0,2129132.0,BX-01,8,51.0,BX0101,40.80819,-73.931243,40.808674,-73.931915,06/07/2024,New Construction,No,Non Prevailing Wage,,,,,138.0,,47.0,49.0,38.0,4.0,,,,,138.0,,138,458,Privately Financed
75439,95-08 147TH PLACE.,02/06/2024,06/10/2024,1011919.0,95-08,147 PLACE,Queens,11435.0,4100270010.0,4000000.0,QN-12,27,208.0,QN1201,40.698515,-73.805595,40.698169,-73.805646,06/10/2024,New Construction,No,Non Prevailing Wage,,,,,117.0,,19.0,39.0,59.0,,,,,,117.0,,117,117,Privately Financed
75434,22 EAST 177 ST,02/08/2024,06/11/2024,65879.0,22,EAST 177 STREET,Bronx,10453.0,2028520018.0,2008235.0,BX-05,14,23301.0,BX0502,40.850005,-73.909747,40.849769,-73.909813,06/11/2024,New Construction,No,Non Prevailing Wage,,,,,17.0,,17.0,,,,,,,,17.0,,17,18,Privately Financed
74678,80-12 JAMAICA AVENUE APARTMENT,08/17/2023,06/11/2024,668645.0,80-12,JAMAICA AVENUE,Queens,11421.0,4089190002.0,4183700.0,QN-09,32,10.0,QN0905,40.692201,-73.861709,40.691962,-73.86185,06/11/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,,3.0,,,,,,3.0,,3,10,Privately Financed
74213,1775 CONEY ISLAND AVENUE,05/26/2023,06/11/2024,224673.0,1769,CONEY ISLAND AVENUE,Brooklyn,11230.0,3067490078.0,3429339.0,BK-14,48,542.0,BK1403,40.614142,-73.96315,40.614211,-73.962815,06/11/2024,New Construction,No,Non Prevailing Wage,,,,,23.0,,3.0,10.0,8.0,2.0,,,,,23.0,,23,74,Privately Financed
