Building ID,Project ID,Project Name,BIN,BBL,Borough,Number,Street,earliest_dob_date,fully_permitted_date,earliest_co_date,Building Completion Date,Project Start Date,total_nb_filings,count_nb_bisweb_01_matched,count_new_building_dobnow_i1_matched,score_co_completion_alignment,score_nb_filing_count,score_bin_match,score_co_start_date_alignment,score_fully_permitted_timing,total_data_quality_score,score_category
986618,67720,RISEBORO. 37 HILLSIDE AVENUE,1091669,1021700118,Manhattan,37,HILLSIDE AVENUE,2008-07-09,2021-02-25,2023-12-12 13:05:06,2023-12-12,2020-08-20,2,2,0,10,0,10,10,5,35,31-40 (Good)
1002285,68467,MOSAIC,3039356,3014640079,Brooklyn,1831,PARK PLACE,2021-10-04,2024-09-23,,,2023-12-21,1,1,0,10,10,10,0,5,35,31-40 (Good)
989018,67201,HABITAT NET ZERO,4000000,4108410001,Queens,99-19,194 STREET,2019-02-13,2023-01-18,,,2022-02-23,1,1,0,10,10,10,0,5,35,31-40 (Good)
966924,55437,Atlantic Yards B14 (Pacific Park),3418188,3011297502,Brooklyn,535,CARLTON AVENUE,2014-09-04,2015-07-28,2017-01-03 00:00:00,2019-06-18,2014-12-12,1,1,0,0,10,10,10,5,35,31-40 (Good)
972782,61297,WILFRID ABCO,2128726,2029247501,Bronx,1880,BATHGATE AVENUE,2016-09-19,2018-02-23,2019-12-09 00:00:00,2020-10-30,2017-06-28,1,1,0,0,10,10,10,5,35,31-40 (Good)
976032,61357,600 EAST 156TH STREET,2129154,2026247501,Bronx,600,EAST 156 STREET,2017-04-12,2018-07-27,2020-07-20 00:00:00,2021-02-25,2017-12-28,1,1,0,0,10,10,10,5,35,31-40 (Good)
985806,53680,SPRING CREEK PHASE 4B-2,3421907,3044520420,Brooklyn,504,SCHROEDERS AVENUE,2017-08-11,2019-12-05,2021-04-05 12:03:12,2021-10-07,2019-04-18,1,1,0,0,10,10,10,5,35,31-40 (Good)
985166,53680,SPRING CREEK PHASE 4B-2,3421906,3044520419,Brooklyn,502,SCHROEDERS AVENUE,2017-08-14,2019-12-05,2021-03-30 18:32:53,2021-10-28,2019-04-18,1,1,0,0,10,10,10,5,35,31-40 (Good)
972764,61575,HARRY T. NANCE APARTMENTS,3337899,3014367501,Brooklyn,1864,EASTERN PARKWAY,2016-10-14,2019-03-29,2021-08-19 17:27:47,2023-06-08,2018-04-27,1,1,0,0,10,10,10,5,35,31-40 (Good)
1004950,72160,RISEBORO SLATE. 326 ROCKAWAY AVE,3000000,3034990025,Brooklyn,326,ROCKAWAY AVENUE,2022-05-23,2023-08-08,,,2022-12-16,1,1,0,10,10,10,0,5,35,31-40 (Good)
985165,53680,SPRING CREEK PHASE 4B-2,3421905,3044520418,Brooklyn,500,SCHROEDERS AVENUE,2017-08-14,2019-12-05,2021-03-30 16:37:43,2021-10-26,2019-04-18,1,1,0,0,10,10,10,5,35,31-40 (Good)
976722,64608,142-150 SOUTH PORTLAND,3427387,3020030037,Brooklyn,142-150,SOUTH PORTLAND AVENUE,2019-05-15,2022-03-31,2024-02-28 14:34:05,2025-06-26,2021-09-23,1,1,0,0,10,10,10,5,35,31-40 (Good)
1012934,64436,1755 WATSON AVENUE,2024208,2037517501,Bronx,1755,WATSON AVENUE,2017-10-03,2019-04-22,2021-11-03 11:36:03,2024-02-29,2018-06-21,1,1,0,0,10,10,10,5,35,31-40 (Good)
995887,61611,CONCOURSE VILLAGE WEST,2128884,2024587501,Bronx,707,CONCOURSE VILLAGE WEST,2017-03-07,2018-06-04,2020-08-26 00:00:00,2023-04-05,2017-06-28,1,1,0,0,10,10,10,5,35,31-40 (Good)
985164,53680,SPRING CREEK PHASE 4B-2,3421904,3044520417,Brooklyn,498,SCHROEDERS AVENUE,2017-08-15,2019-12-10,2021-04-06 15:27:52,2021-10-06,2019-04-18,1,1,0,0,10,10,10,5,35,31-40 (Good)
529131,67201,HABITAT NET ZERO,4000000,4116700040,Queens,126-01,116 AVENUE,2019-02-13,2023-01-19,,,2022-02-23,1,1,0,10,10,10,0,5,35,31-40 (Good)
552822,67201,HABITAT NET ZERO,4000000,4120170049,Queens,117-11,143 STREET,2019-02-13,2023-01-19,,,2022-02-23,1,1,0,10,10,10,0,5,35,31-40 (Good)
989017,67201,HABITAT NET ZERO,4000000,4110990076,Queens,214-15,HOLLIS AVENUE,2019-02-13,2023-01-19,,,2022-02-23,1,1,0,10,10,10,0,5,35,31-40 (Good)
1002284,68467,MOSAIC,3000000,3017690056,Brooklyn,249,HART STREET,2021-09-08,2024-08-13,,,2023-12-21,1,1,0,10,10,10,0,5,35,31-40 (Good)
927549,68467,MOSAIC,3393652,3016680048,Brooklyn,772,HALSEY STREET,2021-09-07,2024-09-10,,,2023-12-21,1,1,0,10,10,10,0,5,35,31-40 (Good)
927569,68467,MOSAIC,3041618,3015310065,Brooklyn,1937,FULTON STREET,2021-09-08,2024-08-13,,,2023-12-21,1,1,0,10,10,10,0,5,35,31-40 (Good)
982777,63367,CUCS. 302-314 W 127TH STREET. KELLY HOTEL,1091680,1019530036,Manhattan,310,WEST 127 STREET,2018-02-15,2019-03-18,2021-11-10 00:00:00,2020-12-29,2018-06-26,1,1,0,0,10,10,10,5,35,31-40 (Good)
985162,53680,SPRING CREEK PHASE 4B-2,3421924,3044520469,Brooklyn,1113,ASHFORD STREET,2017-08-24,2019-10-24,2021-06-03 11:51:14,2021-12-22,2019-04-18,1,1,0,0,10,10,10,5,35,31-40 (Good)
991623,68871,THOROBIRD-TCB. 2064 GRAND CONCOURSE. THE LOUELLA,2013630,2031560007,Bronx,2064,GRAND CONCOURSE,2019-07-25,2025-01-17,,,2024-06-27,1,1,0,10,10,10,0,5,35,31-40 (Good)
985157,53680,SPRING CREEK PHASE 4B-2,3421919,3044520464,Brooklyn,1123,ASHFORD STREET,2017-08-14,2019-10-21,2021-06-09 09:59:00,2021-12-22,2019-04-18,1,1,0,0,10,10,10,5,35,31-40 (Good)
971011,60327,PROJECT RENEWAL.2865 CRESTON AVE.BEDFORD GREEN HOU,2128204,2033190056,Bronx,2865,CRESTON AVENUE,2016-08-20,2018-11-07,2021-12-10 15:05:47,2021-12-10,2017-06-29,1,1,0,10,10,10,5,0,35,31-40 (Good)
3691,50204,201-207 7TH AVENUE (ANCP),1000000,1007970080,Manhattan,207,7 AVENUE,2021-10-01,2023-05-31,,,2022-06-30,1,1,0,10,10,10,0,5,35,31-40 (Good)
985159,53680,SPRING CREEK PHASE 4B-2,3421921,3044520466,Brooklyn,1119,ASHFORD STREET,2017-08-14,2019-10-21,2021-06-11 10:10:35,2021-12-22,2019-04-18,1,1,0,0,10,10,10,5,35,31-40 (Good)
985161,53680,SPRING CREEK PHASE 4B-2,3421923,3044520468,Brooklyn,1115,ASHFORD STREET,2017-08-14,2019-10-24,2021-06-02 16:06:47,2021-11-09,2019-04-18,1,1,0,0,10,10,10,5,35,31-40 (Good)
985160,53680,SPRING CREEK PHASE 4B-2,3421922,3044520467,Brooklyn,1117,ASHFORD STREET,2017-08-22,2019-10-24,2021-06-08 12:08:07,2021-11-22,2019-04-18,1,1,0,0,10,10,10,5,35,31-40 (Good)
1008198,63757,SPOFFORD DETENTION CENTER PHASE 2,2000000,2027380002,Bronx,1223,SPOFFORD AVENUE,2020-11-20,2024-03-13,,,2023-06-28,1,1,0,10,10,10,0,5,35,31-40 (Good)
927022,44409,Crotona Terrace II,2124684,2029847503,Bronx,1825,BOSTON ROAD,2012-10-18,2015-06-15,2017-09-29 00:00:00,2018-01-12,2015-06-25,2,2,0,4,0,10,10,10,34,31-40 (Good)
951689,51357,PS 186 AKA BGCH (BOYS AND GIRLS CLUB OF HARLEM),1061933,1020777501,Manhattan,525,WEST 145 STREET,2002-07-12,,2016-07-29 00:00:00,2016-11-16,2014-07-09,1,1,0,4,10,10,10,0,34,31-40 (Good)
981460,44281,STANLEY COMMONS,3413736,3043750001,Brooklyn,271,WORTMAN AVENUE,2008-11-25,2015-05-14,2017-08-29 00:00:00,2018-01-23,2014-12-31,15,15,0,2,0,10,10,10,32,31-40 (Good)
1008745,72051,ESSEX MANAGEMENT. 110-14 ASTORIA BLVD. ASTORIA TOWERS II,4000000,4017040012,Queens,32-14,111 STREET,2020-05-08,,,,2023-06-30,1,1,0,10,10,10,0,0,30,16-30 (Fair)
997246,66909,111 WILLOW AVENUE,2000000,2025627501,Bronx,750,EAST 134 STREET,2019-07-01,2021-07-29,,2023-11-21,2021-06-30,1,1,0,0,10,10,0,10,30,16-30 (Fair)
1015480,69582,URBAN ECOSPACES,5000000,5037280020,Staten Island,398,HAMDEN AVENUE,2020-07-21,,,,2024-12-06,1,1,0,10,10,10,0,0,30,16-30 (Fair)
1015482,69582,URBAN ECOSPACES,5000000,5031240116,Staten Island,123,FATHER CAPODANNO BOULEVARD,2020-07-21,,,,2024-12-06,1,1,0,10,10,10,0,0,30,16-30 (Fair)
997257,66933,BRISA. 13-38 CENTRAL AVE. GRACE'S PLACE,4000000,4155350001,Queens,13-38,CENTRAL AVENUE,2019-03-01,,,,2023-12-15,1,1,0,10,10,10,0,0,30,16-30 (Fair)
1015484,69582,URBAN ECOSPACES,5055087,5038840014,Staten Island,1144,OLYMPIA BOULEVARD,2020-07-21,,,,2024-12-06,1,1,0,10,10,10,0,0,30,16-30 (Fair)
991747,66970,HUNTERS POINT SOUTH PARCELS F AND G,4000000,4000067503,Queens,57-28,2 STREET,2019-03-08,2020-01-14,,2022-03-29,2019-12-20,1,1,0,0,10,10,0,10,30,16-30 (Fair)
966963,55050,Compass Residences 2B,2128953,2030147501,Bronx,1544,BOONE AVENUE,2014-11-25,2015-07-20,2018-03-19 00:00:00,2017-05-10,2015-06-29,2,2,0,0,0,10,10,10,30,16-30 (Fair)
927213,44324,Clinton URA Site 7/CHDC,1090143,1010817501,Manhattan,525,WEST 52 STREET,2014-05-05,2015-07-23,2012-12-19 00:00:00,2019-03-22,2015-05-04,1,1,0,0,10,10,0,10,30,16-30 (Fair)
998553,70938,ROCHESTER SUYDAM PHASE II,3000000,3018640048,Brooklyn,423,HERKIMER STREET,2020-05-07,2023-08-22,,,2023-07-20,2,2,0,10,0,10,0,10,30,16-30 (Fair)
998808,67005,IMPACCT BK. 776-780 MYRTLE AVE,3000000,3017540020,Brooklyn,778,MYRTLE AVENUE,2019-12-13,2023-01-18,,2024-10-18,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
999393,66904,LOGAN FOUNTAIN,3000000,3041547501,Brooklyn,265,LOGAN STREET,,,,,2022-06-16,1,1,0,10,10,10,0,0,30,16-30 (Fair)
1015585,69582,URBAN ECOSPACES,5000000,5037950037,Staten Island,113,GRIMSBY STREET,2020-07-21,,,,2024-12-06,1,1,0,10,10,10,0,0,30,16-30 (Fair)
955937,44333,HIGHBRIDGE CDC. 1448 PLIMPTON AVE. ARTSBRIDGE,2129309,2028740027,Bronx,1450,PLIMPTON AVENUE,2012-04-26,2014-08-12,2024-08-14 14:53:33,2017-10-27,2014-08-21,1,1,0,0,10,10,0,10,30,16-30 (Fair)
1015499,69582,URBAN ECOSPACES,5000000,5037950037,Staten Island,111,GRIMSBY STREET,2020-07-21,,,,2024-12-06,1,1,0,10,10,10,0,0,30,16-30 (Fair)
966456,55080,SOUTH BUSHWICK NEIGHBORHOOD HOMES (SBNH),3077905,3033890045,Brooklyn,1143,HANCOCK STREET,2015-11-09,2025-06-13,,,2025-05-29,2,2,0,10,0,10,0,10,30,16-30 (Fair)
991391,66645,PROJECT RENEWAL. 2880 JEROME AVE,2017590,2033190046,Bronx,2880,JEROME AVENUE,2019-06-28,2022-12-29,2021-12-10 15:05:47,,2022-10-19,1,1,0,0,10,10,0,10,30,16-30 (Fair)
1017566,55080,SOUTH BUSHWICK NEIGHBORHOOD HOMES (SBNH),,,Brooklyn,635,CHAUNCEY STREET,2003-09-11,2014-08-12,,,2025-05-29,1,1,0,10,10,10,0,0,30,16-30 (Fair)
1017598,69611,ICL. 161 EMERSON PLACE,3054898,3019090001,Brooklyn,161,EMERSON PLACE,2020-08-13,,,,2025-06-25,1,1,0,10,10,10,0,0,30,16-30 (Fair)
1004916,69677,2069 BRUCKNER,2000000,2037970033,Bronx,1017,OLMSTEAD AVENUE,2022-05-17,,,,2023-06-28,1,1,0,10,10,10,0,0,30,16-30 (Fair)
989851,55249,ST. BARNABAS WELLNESS CARE & AFFORDABLE HOUSING,2128231,2030517501,Bronx,4511,3 AVENUE,2009-04-22,2010-04-06,2019-03-15 00:00:00,2019-03-15,2016-06-30,3,3,0,10,0,10,10,0,30,16-30 (Fair)
978829,65543,ARKER.40 DEBEVOISE STREET,3395434,3031277501,Brooklyn,40,DEBEVOISE STREET,2015-07-02,2021-05-20,2021-06-15 10:06:08,2021-06-15,2018-05-23,2,2,0,10,0,10,10,0,30,16-30 (Fair)
999031,69862,FOXY. 1323 BOSTON ROAD,2129702,2029340015,Bronx,1323,BOSTON ROAD,2020-05-07,2021-07-09,,2023-10-13,2021-06-30,1,1,0,0,10,10,0,10,30,16-30 (Fair)
997575,65315,BED STUY CENTRAL AND NORTH PHASE I,3000000,3017080067,Brooklyn,13,HUNTERFLY PLACE,2019-03-06,2023-01-06,,,2021-06-30,1,1,0,10,10,10,0,0,30,16-30 (Fair)
978711,65315,BED STUY CENTRAL AND NORTH PHASE I,3000000,3016870080,Brooklyn,179,CHAUNCEY STREET,2019-02-27,2021-12-04,,2025-05-01,2021-06-30,1,1,0,0,10,10,0,10,30,16-30 (Fair)
978709,65315,BED STUY CENTRAL AND NORTH PHASE I,3000000,3016870073,Brooklyn,191,CHAUNCEY STREET,2019-03-06,2021-12-07,,2025-03-10,2021-06-30,1,1,0,0,10,10,0,10,30,16-30 (Fair)
1015478,69582,URBAN ECOSPACES,5105839,5037360020,Staten Island,176,KISWICK STREET,2020-07-17,,,,2024-12-06,1,1,0,10,10,10,0,0,30,16-30 (Fair)
996280,68741,CAMBA. 261 EAST 202 ST & 270 EAST 203 ST,2113436,2033080059,Bronx,270,EAST 203 STREET,2004-04-01,2004-10-25,2024-07-02 13:25:21,2024-07-02,2020-12-17,2,2,0,10,0,10,10,0,30,16-30 (Fair)
603516,67201,HABITAT NET ZERO,4000000,4110990062,Queens,106-10,215 STREET,2019-02-13,2023-05-24,,,2022-02-23,1,1,0,10,10,10,0,0,30,16-30 (Fair)
1005398,68222,BED STUY CENTRAL AND NORTH PHASE II,3000000,3017540016,Brooklyn,772,MYRTLE AVENUE,2021-10-21,2025-04-15,,,2023-12-12,1,1,0,10,10,10,0,0,30,16-30 (Fair)
32654,68808,HP 319-321 WEST 38TH STREET HDFC.HPO.FY22,1083616,1007620023,Manhattan,319,WEST 38 STREET,2014-12-11,,,,2022-03-11,1,1,0,10,10,10,0,0,30,16-30 (Fair)
992290,69042,DUNN. 401 CHESTER STREET. MARCUS GARVEY SENIORS,3000000,3035890021,Brooklyn,401,CHESTER STREET,2019-12-20,2021-04-26,,2023-08-17,2021-04-29,1,1,0,0,10,10,0,10,30,16-30 (Fair)
1002844,65305,BCHS. 2435 PACIFIC STREET,3000000,3014370046,Brooklyn,2435,PACIFIC STREET,2003-12-26,2023-11-01,,,2023-06-29,2,2,0,10,0,10,0,10,30,16-30 (Fair)
1004336,69259,SUS. 1600 GRAND AVE. STARHILL PHASE I,2000000,2028650160,Bronx,1600,GRAND AVENUE,2020-02-18,2022-06-28,,2025-04-25,2022-06-16,1,1,0,0,10,10,0,10,30,16-30 (Fair)
1006443,69505,COMUNILIFE. 171 THROOP AVE. WOODHULL II,3000000,3017230003,Brooklyn,171,THROOP AVENUE,2020-05-06,2022-12-15,,2024-09-26,2022-11-04,1,1,0,0,10,10,0,10,30,16-30 (Fair)
1003176,69567,ASLAND CAPITAL. 1940 TURNBULL AVE. PL SARA,2000000,2036720030,Bronx,1940,TURNBULL AVENUE,2020-05-05,2022-07-29,,2024-11-06,2022-03-31,1,1,0,0,10,10,0,10,30,16-30 (Fair)
1009365,69575,THE BRIDGE. 1559 BOONE AVENUE,2010928,2030090025,Bronx,1559,BOONE AVENUE,2025-03-27,,,,2023-06-28,1,1,0,10,10,10,0,0,30,16-30 (Fair)
970095,69582,URBAN ECOSPACES,5000000,5038020005,Staten Island,521,LINCOLN AVENUE,2020-07-21,,,,2024-12-06,1,1,0,10,10,10,0,0,30,16-30 (Fair)
1015467,69582,URBAN ECOSPACES,5000000,5038730028,Staten Island,770,PATTERSON AVENUE,2020-07-21,,,,2024-12-06,1,1,0,10,10,10,0,0,30,16-30 (Fair)
1014040,70725,BROADWAY TRIANGLE SITE C,3000000,3022690025,Brooklyn,88,THROOP AVENUE,2021-09-09,2022-06-22,,2025-03-21,2022-06-30,1,1,0,0,10,10,0,10,30,16-30 (Fair)
1004802,68462,BEACH GREEN DUNES 3,4000000,4158250007,Queens,35-01,BEACH CHANNEL DRIVE,2020-03-11,2023-03-09,,2025-04-08,2022-12-19,1,1,0,0,10,10,0,10,30,16-30 (Fair)
998555,70938,ROCHESTER SUYDAM PHASE II,3048198,3017100009,Brooklyn,816,HERKIMER STREET,2009-06-24,2024-01-04,,,2023-07-20,3,3,0,10,0,10,0,10,30,16-30 (Fair)
1010073,68223,CATHOLIC CHARITIES. 350 LIVONIA AVENUE,3000000,3038110023,Brooklyn,350,LIVONIA AVENUE,,,,,2024-04-19,1,1,0,10,10,10,0,0,30,16-30 (Fair)
1005400,68222,BED STUY CENTRAL AND NORTH PHASE II,3000000,3016870076,Brooklyn,187,CHAUNCEY STREET,2021-10-21,2025-04-08,,,2023-12-12,1,1,0,10,10,10,0,0,30,16-30 (Fair)
980874,44281,STANLEY COMMONS,3425901,3043750001,Brooklyn,924,HENDRIX PLACE,2008-11-25,2015-05-14,2018-08-06 00:00:00,2017-12-22,2014-12-31,15,15,0,0,0,10,10,10,30,16-30 (Fair)
989014,67201,HABITAT NET ZERO,4000000,4110700147,Queens,198-16,116 AVENUE,2019-02-13,2023-11-15,,,2022-02-23,1,1,0,10,10,10,0,0,30,16-30 (Fair)
981192,44281,STANLEY COMMONS,3425900,3043750001,Brooklyn,910,HENDRIX PLACE,2008-11-25,2015-05-14,2018-08-06 00:00:00,2017-12-28,2014-12-31,15,15,0,0,0,10,10,10,30,16-30 (Fair)
1015468,69582,URBAN ECOSPACES,5000000,5038810001,Staten Island,529,GREELEY AVENUE,2020-07-21,,,,2024-12-06,1,1,0,10,10,10,0,0,30,16-30 (Fair)
1004586,71703,FINCH GROUP. 4746-4750 WHITE PLAINS RD. WAKEFIELD SENIORS,2000000,2051130031,Bronx,4750,WHITE PLAINS ROAD,2020-07-17,2023-06-07,,2024-12-23,2022-12-23,1,1,0,0,10,10,0,10,30,16-30 (Fair)
1003757,67981,GRAND STREET GUILD,1000000,1003410060,Manhattan,165,BROOME STREET,2019-08-12,2022-06-16,,2024-09-13,2022-06-28,1,1,0,0,10,10,0,10,30,16-30 (Fair)
955842,52798,BRC. 233 LANDING ROAD,2129308,2032367501,Bronx,237,LANDING ROAD,2014-12-17,2015-09-11,,2018-02-08,2015-06-30,1,1,0,0,10,10,0,10,30,16-30 (Fair)
981459,44281,STANLEY COMMONS,3413737,3043750001,Brooklyn,656,STANLEY AVENUE,2013-08-05,2016-01-14,2017-07-19 00:00:00,2017-07-19,2014-12-31,15,15,0,10,0,10,10,0,30,16-30 (Fair)
1015474,69582,URBAN ECOSPACES,5000000,5037340041,Staten Island,187,MORELAND STREET,2020-07-21,,,,2024-12-06,1,1,0,10,10,10,0,0,30,16-30 (Fair)
987083,52783,ST. AUGUSTINE APARTMENTS,2130370,2026110001,Bronx,1180,FULTON AVENUE,2015-02-18,2016-01-05,2020-12-23 00:00:00,2018-08-24,2015-08-13,1,1,0,0,10,10,0,10,30,16-30 (Fair)
989029,67201,HABITAT NET ZERO,4000000,4110740054,Queens,202-06,116 AVENUE,2019-02-13,2023-11-15,,,2022-02-23,1,1,0,10,10,10,0,0,30,16-30 (Fair)
989028,67201,HABITAT NET ZERO,4000000,4111270044,Queens,111-50,WITTHOFF STREET,2019-02-13,2023-04-14,,,2022-02-23,1,1,0,10,10,10,0,0,30,16-30 (Fair)
989026,67201,HABITAT NET ZERO,4232360,4108680026,Queens,100-40,202 STREET,2019-02-13,,,,2022-02-23,1,1,0,10,10,10,0,0,30,16-30 (Fair)
989021,67201,HABITAT NET ZERO,4000000,4110550021,Queens,209-26,NASHVILLE BOULEVARD,2019-02-13,2023-04-14,,,2022-02-23,1,1,0,10,10,10,0,0,30,16-30 (Fair)
992093,68781,WELLLIFE. 80-97 CYPRESS AVENUE,4554538,4037310065,Queens,80-97,CYPRESS AVENUE,2004-07-02,2004-09-13,2022-05-20 15:27:58,2022-05-20,2020-09-17,3,3,0,10,0,10,10,0,30,16-30 (Fair)
1015477,69582,URBAN ECOSPACES,5054291,5037380005,Staten Island,457,LINCOLN AVENUE,2020-07-21,,,,2024-12-06,1,1,0,10,10,10,0,0,30,16-30 (Fair)
1015476,69582,URBAN ECOSPACES,5000000,5037340038,Staten Island,181,MORELAND STREET,2020-07-21,,,,2024-12-06,1,1,0,10,10,10,0,0,30,16-30 (Fair)
1017500,76445,MOTHER GASTON-HINSDALE (FY25 SUBSIDY INCREASE),3000000,3042950019,Brooklyn,650,ALABAMA AVENUE,2015-10-07,2018-12-14,,,2025-06-05,1,1,0,10,10,10,0,0,30,16-30 (Fair)
975739,62191,NORTH COVE,1089192,1021880001,Manhattan,3875,9 AVENUE,2018-08-22,2023-03-09,2012-07-25 00:00:00,,2023-01-27,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991886,64415,SPRING CREEK PHASE 4C,3000000,3044520118,Brooklyn,459,VANDALIA AVENUE,2019-09-03,2022-12-20,,2024-07-25,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991870,64415,SPRING CREEK PHASE 4C,3000000,3044520205,Brooklyn,408,VANDALIA AVENUE,2019-09-03,2022-12-20,,2024-10-31,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
976030,63769,LINWOOD PARK APARTMENTS,3000000,3039710019,Brooklyn,3002,ATLANTIC AVENUE,2017-06-29,2018-07-31,,2020-11-04,2018-06-28,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991872,64415,SPRING CREEK PHASE 4C,3000000,3044520206,Brooklyn,410,VANDALIA AVENUE,2019-09-03,2022-12-20,,2024-10-25,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
953622,51652,Praxis. 2270 Loring Place North,2129017,2032250010,Bronx,2264,LORING PLACE NORTH,2014-12-19,2015-11-13,,2017-06-02,2015-06-19,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991873,64415,SPRING CREEK PHASE 4C,3000000,3044520207,Brooklyn,412,VANDALIA AVENUE,2019-09-03,2022-12-20,,2024-10-25,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991874,64415,SPRING CREEK PHASE 4C,3000000,3044520249,Brooklyn,414,VANDALIA AVENUE,2019-09-03,2022-12-20,,2024-09-10,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991875,64415,SPRING CREEK PHASE 4C,3000000,3044520250,Brooklyn,416,VANDALIA AVENUE,2019-09-03,2022-12-20,,2024-09-06,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991876,64415,SPRING CREEK PHASE 4C,3000000,3044520251,Brooklyn,418,VANDALIA AVENUE,2019-09-03,2022-12-20,,2024-09-10,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991877,64415,SPRING CREEK PHASE 4C,3000000,3044520252,Brooklyn,422,VANDALIA AVENUE,2019-09-03,2022-12-20,,2024-09-10,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991879,64415,SPRING CREEK PHASE 4C,3000000,3044520111,Brooklyn,433,VANDALIA AVENUE,2019-09-03,2022-12-20,,2024-10-30,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991880,64415,SPRING CREEK PHASE 4C,3000000,3044520112,Brooklyn,435,VANDALIA AVENUE,2019-09-03,2022-12-20,,2024-11-15,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991882,64415,SPRING CREEK PHASE 4C,3000000,3044520114,Brooklyn,441,VANDALIA AVENUE,2019-09-03,2022-12-20,,2024-08-30,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991883,64415,SPRING CREEK PHASE 4C,3000000,3044520115,Brooklyn,451,VANDALIA AVENUE,2019-09-03,2022-12-20,,2024-07-24,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
950310,52610,Crossroads Plaza I,2128607,2025827502,Bronx,501,SOUTHERN BOULEVARD,2013-10-29,2014-11-14,,2018-08-16,2014-12-19,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991884,64415,SPRING CREEK PHASE 4C,3000000,3044520116,Brooklyn,455,VANDALIA AVENUE,2019-09-03,2022-12-20,,2024-07-24,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
976441,60031,BELMONT COVE,2000000,2029450034,Bronx,656,EAST 176 STREET,2019-03-19,2022-11-09,,2025-06-17,2022-06-29,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991869,64415,SPRING CREEK PHASE 4C,3000000,3044520204,Brooklyn,406,VANDALIA AVENUE,2019-09-03,2022-12-20,,2024-10-24,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991868,64415,SPRING CREEK PHASE 4C,3000000,3044520226,Brooklyn,95,GATEWAY DRIVE,2019-08-28,2022-12-20,,2024-11-25,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991862,64415,SPRING CREEK PHASE 4C,3000000,3044520232,Brooklyn,83,GATEWAY DRIVE,2019-08-28,2022-12-21,,2024-12-02,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
1006138,63260,ENNIS FRANCIS III B1,1091647,1019290057,Manhattan,212,WEST 124 STREET,2018-07-02,2021-02-11,2023-05-30 13:31:16,2024-10-02,2022-12-20,1,1,0,0,10,10,10,0,30,16-30 (Fair)
991858,64415,SPRING CREEK PHASE 4C,3000000,3044520237,Brooklyn,71,GATEWAY DRIVE,2019-09-03,2022-12-20,,2024-12-11,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991859,64415,SPRING CREEK PHASE 4C,3000000,3044520236,Brooklyn,77,GATEWAY DRIVE,2019-09-03,2022-12-20,,2024-12-13,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991860,64415,SPRING CREEK PHASE 4C,3000000,3044520234,Brooklyn,79,GATEWAY DRIVE,2019-09-03,2022-12-20,,2024-12-10,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991851,64415,SPRING CREEK PHASE 4C,3000000,3044520110,Brooklyn,429,VANDALIA AVENUE,2019-09-03,2022-12-20,,2024-10-30,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991861,64415,SPRING CREEK PHASE 4C,3000000,3044520233,Brooklyn,81,GATEWAY DRIVE,2019-09-03,2022-12-20,,2024-12-02,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991863,64415,SPRING CREEK PHASE 4C,3000000,3044520231,Brooklyn,85,GATEWAY DRIVE,2019-09-03,2022-12-20,,2024-11-25,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
991867,64415,SPRING CREEK PHASE 4C,3000000,3044520227,Brooklyn,93,GATEWAY DRIVE,2019-08-28,2022-12-20,,2024-11-25,2022-12-22,1,1,0,0,10,10,0,10,30,16-30 (Fair)
